4485923368513585 122026 234, valid, visa
4556816871077482 112027 120, invalid, visa
4539135888007701 92026 692, invalid, visa
4929504795805598 112026 435, invalid, visa
4485454417731036 62025 903, valid, visa
4532275222075670 112026 540, invalid, visa
4916101908725725 52025 185, invalid, visa
4716399012067966 12029 955, valid, visa
4485610646792202 42029 145, invalid, visa
4716901807819608 82026 408, invalid, visa
4929100649406723 112023 398, invalid, visa
4539769522645409 102025 873, invalid, visa
4556479631264880 52028 457, invalid, visa
4916861217999036 82028 344, invalid, visa
4716453104649494 112029 889, invalid, visa
4532771451997576 82025 572, invalid, visa
4539800300813297 112027 971, invalid, visa
4485789026046510 72029 253, invalid, visa
4294534796986748 82023 928, invalid, visa
4539321995235209 42027 598, invalid, visa
4539358139529907 72024 791, invalid, visa
4556435823705361 82024 849, invalid, visa
4556291204118660 42027 471, invalid, visa
4556059086537756 102025 139, invalid, visa
4024007154844905 72024 927, invalid, visa
4556296868391321 112025 446, invalid, visa
4211663660716046 42023 919, invalid, visa
4532545077695313 32022 596, invalid, visa
4556354576610902 42027 905, invalid, visa
4716841678520523 32028 552, invalid, visa
4916137958167970 92029 694, invalid, visa
4485720709523582 122025 457, invalid, visa
4929228473571054 72028 240, invalid, visa
4485434053123433 122028 550, invalid, visa
4141736390443738 32027 379, invalid, visa
4916662129960359 62027 891, valid, visa
4556353100096976 32028 565, valid, visa
4916731949675495 62025 253, invalid, visa
4556776376318221 72026 548, invalid, visa
4539994821525793 32023 512, invalid, visa
4916870639098210 92027 972, invalid, visa
4929652803059698 42026 581, invalid, visa
4916593152881891 22023 358, invalid, visa
4539879004698832 82024 682, invalid, visa
4916149611846718 122023 316, invalid, visa
4716942647024736 92023 301, invalid, visa
4916221056549410 82027 432, invalid, visa
4024007109491133 72022 410, invalid, visa
4546221014147701 32023 791, invalid, visa
4539231131367933 42027 589, invalid, visa
4485408950547928 122029 715, invalid, visa
4532641419346903 72027 858, invalid, visa
4485128743905114 112028 623, invalid, visa
4539412301668280 92024 730, invalid, visa
4916028580372080 112027 308, invalid, visa
4916095877059571 82027 627, invalid, visa
4024007154828908 22026 198, invalid, visa
4556410554517574 62023 263, invalid, visa
4716249356176941 102025 176, invalid, visa
4929006455091436 22023 486, invalid, visa
4716353322622309 112027 564, invalid, visa
4929142250021508 92024 963, invalid, visa
4929302922887450 22028 310, valid, visa
4024007135589637 102027 191, valid, visa
4532189694261405 112028 263, invalid, visa
4024007153979405 62025 181, invalid, visa
4916376963994701 32022 547, invalid, visa
4716490481371359 82024 421, invalid, visa
4485293598647227 72027 642, valid, visa
4024007190795111 12028 789, invalid, visa
4485845700779097 32025 688, invalid, visa
4539546971574193 92028 658, invalid, visa
4485739801665000 102027 797, invalid, visa
4716057272064681 32028 336, invalid, visa
4716556881967002 42024 250, invalid, visa
4716171542562281 62025 540, invalid, visa
4485663819724353 82026 597, invalid, visa
4532770313305044 32028 812, invalid, visa
4716033761747946 42026 885, invalid, visa
4716448013099161 22024 285, valid, visa
4129933323245233 12028 150, invalid, visa
4532305934161797 102025 801, invalid, visa
4929107084948440 122025 181, invalid, visa
4929452826784145 92027 535, invalid, visa
4539438340942584 62026 821, invalid, visa
4916677212003420 92025 469, valid, visa
4485230029600987 32028 645, invalid, visa
4656641368928354 72025 661, valid, visa
4929066071316062 82025 208, invalid, visa
4916480001757755 82026 513, invalid, visa
4556944790512122 42023 460, invalid, visa
4929764565724888 92024 961, invalid, visa
4556174016117627 102027 192, invalid, visa
4716029225560255 12027 817, invalid, visa
4918443143224769 112025 513, invalid, visa
4916129630163501 102027 690, invalid, visa
4556693864207966 102027 177, invalid, visa
4539504129157973 42024 580, invalid, visa
4532768674157699 92023 460, invalid, visa
4197330209409651 22025 255, invalid, visa
4532067649714977 32024 808, invalid, visa
4716954565522435 72027 274, invalid, visa
4539758990290111 102023 230, invalid, visa
4539075671229171 52026 115, invalid, visa
4752770236920666 112023 149, invalid, visa
4024007190872332 42022 595, invalid, visa
4929986998764880 82025 466, invalid, visa
4539460575879570 62026 589, invalid, visa
4532168021902477 32029 361, invalid, visa
4577035249091514 112023 599, invalid, visa
4485321969584511 62024 289, invalid, visa
4716586035164552 112027 830, invalid, visa
4556006473841176 62023 332, invalid, visa
4716576230275576 102027 923, invalid, visa
4658107342339660 82022 288, invalid, visa
4485504096663346 72025 698, invalid, visa
4485360527046639 102028 979, invalid, visa
4024007157018754 92022 182, invalid, visa
4485277127374080 52028 321, valid, visa
4716483019062889 82023 825, invalid, visa
4716463971085201 122027 705, invalid, visa
4532148188850230 72028 372, invalid, visa
4716381056065106 112024 998, invalid, visa
4709309540842946 122028 262, invalid, visa
4556504212238340 102025 671, invalid, visa
4916166624677294 72022 837, invalid, visa
4716649661871062 102025 152, invalid, visa
4539038079101194 102025 595, invalid, visa
4916214139283560 62024 937, invalid, visa
4929441459079568 72028 529, invalid, visa
4916442726665549 82023 439, invalid, visa
4916414857257628 42024 755, invalid, visa
4024007122202178 32029 334, invalid, visa
4716330991371996 62028 377, invalid, visa
4929394352171612 82028 901, invalid, visa
4539828393872565 112022 125, invalid, visa
4556268965985560 62023 252, invalid, visa
4532166961622113 102023 554, invalid, visa
4916851682245098 82027 255, invalid, visa
4916457130333567 42024 845, invalid, visa
4929911176893921 102027 202, invalid, visa
4929623567183792 102027 244, invalid, visa
4929665771635539 52024 994, invalid, visa
4539243305806786 42025 571, invalid, visa
4024007141168723 42026 110, invalid, visa
4485995697610787 62024 463, invalid, visa
4539063099773863 72025 275, invalid, visa
4539105863455175 112027 503, invalid, visa
4929252466166078 42024 383, invalid, visa
4614864154936990 102028 333, invalid, visa
4485079996428918 112022 349, valid, visa
4182556813033936 102024 959, valid, visa
4916784032681037 112027 518, invalid, visa
4716465587782410 72025 771, invalid, visa
4929330720536961 72025 362, invalid, visa
4485371539421223 62027 423, invalid, visa
4603031023585050 42027 534, invalid, visa
4716101711671951 112025 398, invalid, visa
4024007103217914 42025 343, invalid, visa
4716076923181330 42028 715, invalid, visa
4539061260783919 52023 840, invalid, visa
4532137569649790 32028 103, invalid, visa
4024007139126535 22028 929, invalid, visa
4532347016577300 72026 159, invalid, visa
4929097224460424 92025 281, invalid, visa
4716438655328465 62028 874, invalid, visa
4556118500446869 72023 124, invalid, visa
4539346981949075 42023 646, invalid, visa
4556588116789607 72022 618, invalid, visa
4532568415609622 22024 881, invalid, visa
4929933853683946 102023 312, valid, visa
4556427842095346 22028 950, invalid, visa
4916617813107790 102023 224, invalid, visa
4532888724679896 42028 192, invalid, visa
4024007170071392 72026 731, invalid, visa
4556514498081462 62023 300, invalid, visa
4556320605338401 82024 487, invalid, visa
4024007163491920 72025 638, valid, visa
4556422348386828 52025 540, invalid, visa
4532768819456568 72027 772, invalid, visa
4485758788304250 22024 607, invalid, visa
4929869792626978 12023 658, invalid, visa
4916244069524378 22024 493, invalid, visa
4532728558622689 32028 219, valid, visa
4024007112213953 122027 599, invalid, visa
4916993385419495 102024 684, invalid, visa
4841857919299485 82028 751, invalid, visa
4539333618865635 82027 518, invalid, visa
4916564192303311 112022 664, invalid, visa
4716615783856349 92024 960, invalid, visa
4716057067772167 122024 384, valid, visa
4539386850028544 32028 418, invalid, visa
4916533019628291 22026 744, valid, visa
4485472351096554 112022 991, invalid, visa
4532434798164166 42025 135, invalid, visa
4024007173625988 92023 141, invalid, visa
4716252497921167 12023 141, invalid, visa
4929022208495378 92022 981, invalid, visa
4024007162211543 22023 330, invalid, visa
4556027630947144 72023 647, invalid, visa
4532595021490006 12026 255, invalid, visa
4556538107753542 22027 336, invalid, visa
4195368334763537 112022 858, invalid, visa
4485277651555179 82028 162, invalid, visa
4929738193944126 82025 754, invalid, visa
4935289023930879 22029 373, invalid, visa
4532248722084872 12023 322, invalid, visa
4916170634140384 72023 636, invalid, visa
4539221817108743 42027 459, invalid, visa
4556675461723073 92027 475, invalid, visa
4929371972623875 122024 466, invalid, visa
4929366988342288 32028 742, invalid, visa
4969965418461674 102027 784, invalid, visa
4468675436958157 82022 206, invalid, visa
4716539500464122 12025 879, invalid, visa
4024007147542921 72028 317, invalid, visa
4783537493215657 32025 609, invalid, visa
4716939362885515 112029 408, invalid, visa
4916974834439995 62024 183, invalid, visa
4485378839497167 62024 621, invalid, visa
4556397214309346 112027 291, invalid, visa
4556482583013859 62029 139, invalid, visa
4929674291432815 32024 161, invalid, visa
4532129840382671 42024 305, invalid, visa
4916404565033205 112025 307, invalid, visa
4060419159873679 102028 829, invalid, visa
4024007151209250 62027 262, invalid, visa
4716762649389972 82027 199, invalid, visa
4361978220950028 62026 544, invalid, visa
4929828321591194 52025 456, invalid, visa
4485467858101394 82027 304, invalid, visa
4916791468857528 122025 362, invalid, visa
4929528080331713 62027 582, invalid, visa
4024007136534632 62023 514, invalid, visa
4024007173185603 82025 714, invalid, visa
4539329679366703 102022 941, invalid, visa
4929586031827734 32025 261, invalid, visa
4916323209032920 52027 243, invalid, visa
4929175596617068 72028 376, valid, visa
4121950826432173 102027 991, invalid, visa
4916777286739972 52026 569, invalid, visa
4024007103615497 102028 152, valid, visa
4916526565925558 112026 241, invalid, visa
4916832483423225 62028 870, invalid, visa
4485107291788643 52024 178, invalid, visa
4539826859337024 62027 707, invalid, visa
4929059218836852 72028 988, valid, visa
4024007189084840 82025 414, invalid, visa
4929135088842228 122026 228, invalid, visa
4916550696693729 62024 511, invalid, visa
4485420981712512 122023 744, invalid, visa
4539073692563231 122027 695, invalid, visa
4716261121033000 82028 687, invalid, visa
4556510164795179 32026 710, invalid, visa
4556359590201893 22026 813, invalid, visa
4024007127367448 112023 938, invalid, visa
4539696905257595 92025 817, invalid, visa
4485921863086602 102027 143, invalid, visa
4024007196356397 32023 207, invalid, visa
4716183460063531 102022 544, invalid, visa
4532135962024348 22023 784, invalid, visa
4832439159072954 32023 123, invalid, visa
4485187260581005 112027 575, invalid, visa
4485611253073985 62025 985, invalid, visa
4532518122754047 112028 632, invalid, visa
4716880265519811 32028 560, invalid, visa
4024007153215065 52023 547, invalid, visa
4485561638810637 112022 209, invalid, visa
4539018973905809 112028 363, invalid, visa
4716461854839355 72028 539, invalid, visa
4716514513649225 72023 453, invalid, visa
4024007131037920 82027 233, invalid, visa
4316236983147803 22026 808, invalid, visa
4485443450145675 42028 573, invalid, visa
4485733935742835 62026 991, invalid, visa
4929348112264802 82026 775, invalid, visa
4539692353577360 32029 789, invalid, visa
4539494009312874 102025 802, invalid, visa
4716195334459430 102026 901, invalid, visa
4716886368939814 92026 658, invalid, visa
4024007148121683 92029 118, invalid, visa
4024007135591393 42027 210, invalid, visa
4556978863677149 32028 723, invalid, visa
4485324741727150 52029 325, invalid, visa
4485998616596574 62024 560, invalid, visa
4929285366567904 42028 152, invalid, visa
4929253874785269 102024 584, invalid, visa
4532147850483791 92023 542, invalid, visa
4556376904248436 42024 450, invalid, visa
4865094382771367 22027 334, invalid, visa
4024007188105679 62024 168, invalid, visa
4836695736370247 102027 813, invalid, visa
4929690160503635 112023 621, invalid, visa
4929691759710847 92022 612, invalid, visa
4916043819469854 102024 916, invalid, visa
4916354345349217 82024 967, invalid, visa
4485137180444735 12024 286, invalid, visa
4929328804982226 72025 117, valid, visa
4716646320240689 72026 107, valid, visa
4916599347733921 112025 488, invalid, visa
4532625586039870 102028 489, valid, visa
4546991760034721 122022 188, valid, visa
4485210943358045 42025 506, invalid, visa
4716408888272368 72029 898, invalid, visa
4929968183655693 92028 922, invalid, visa
4539045694660405 82027 571, invalid, visa
4556215598254831 92029 898, invalid, visa
4916013603800408 72029 263, invalid, visa
4539137971602554 52026 580, valid, visa
4539516662227278 42023 301, invalid, visa
4716632926324945 52028 532, invalid, visa
4929976696928671 42025 106, valid, visa
4485712785603115 72028 366, invalid, visa
4039038932164012 52027 447, invalid, visa
4556213244456199 122029 534, valid, visa
4929051431804742 112022 160, invalid, visa
4035937624104109 22028 883, invalid, visa
4024007134805364 112028 200, invalid, visa
4584793060915150 32027 789, invalid, visa
4716211828644864 52028 144, invalid, visa
4024007191702868 52022 817, invalid, visa
4539795977311528 82024 441, invalid, visa
4532077115612837 82024 690, invalid, visa
4539332244235288 72028 559, invalid, visa
4234444426287645 112023 437, invalid, visa
4539475175809280 52024 845, invalid, visa
4024007172773656 52025 370, invalid, visa
4556514793276825 112024 891, valid, visa
4556162684466699 112025 695, valid, visa
4539565636545232 22025 284, invalid, visa
4716106648010025 92028 317, invalid, visa
4716183685893605 72025 944, invalid, visa
4539651277826915 42024 682, invalid, visa
4532599390451268 82025 937, invalid, visa
4929437104019033 12024 535, valid, visa
4929878573665618 32022 720, invalid, visa
4716528503064740 72027 125, invalid, visa
4539061858676848 62024 697, invalid, visa
4716856887956532 82026 699, invalid, visa
4929021310679101 82026 736, invalid, visa
4916375537084221 92024 422, invalid, visa
4716427684785480 32024 822, invalid, visa
4539454302197984 42022 542, invalid, visa
4916397244295874 62027 108, invalid, visa
4921226717180938 112029 749, invalid, visa
4539703864032082 72028 205, invalid, visa
4024007121825995 102024 563, invalid, visa
4716574107662968 52028 220, invalid, visa
4539268074478426 52027 114, invalid, visa
4716752185709519 42029 172, invalid, visa
4608492432198742 82024 346, invalid, visa
4929678171838728 62023 616, invalid, visa
4024007138422265 72023 257, invalid, visa
4388732797634872 62023 799, invalid, visa
4539953611381130 72027 857, valid, visa
4532443519541909 102028 883, valid, visa
4024007170794894 62027 791, invalid, visa
4716672403844387 82028 798, invalid, visa
4929868137368882 52024 863, invalid, visa
4916036718584153 52029 647, invalid, visa
4556689696985498 22028 657, invalid, visa
4231195807199394 12024 281, invalid, visa
4560257617957865 12026 417, invalid, visa
4556002864407107 42027 137, invalid, visa
4024007187666077 102024 168, invalid, visa
4539813927325918 92027 401, invalid, visa
4637923904285992 72028 332, invalid, visa
4532021798862293 62023 485, invalid, visa
4916944594634143 62025 991, invalid, visa
4929911334204854 92027 134, invalid, visa
4532609293832421 92028 188, invalid, visa
4539948078787092 82027 233, invalid, visa
4485687555753482 122028 655, invalid, visa
4929248431816466 32022 707, invalid, visa
4556311904119212 102028 311, invalid, visa
4539201520476785 92025 273, invalid, visa
4024007100487221 52025 749, valid, visa
4024007162893977 82023 320, invalid, visa
4916772209064541 62022 399, invalid, visa
4485508018482982 102023 106, invalid, visa
4532676080615566 122026 301, invalid, visa
4716981146722929 42026 656, invalid, visa
4539459341752251 72027 818, invalid, visa
4532283472135483 22023 168, invalid, visa
4485863364632254 12024 203, invalid, visa
4766873505746459 72025 610, invalid, visa
4033376947534415 102023 269, invalid, visa
4929775905889793 72023 553, invalid, visa
4485787225409141 52026 283, valid, visa
4485923272013730 72022 407, invalid, visa
4870573308973358 42023 647, invalid, visa
4024007109229202 22026 386, invalid, visa
4347711290545843 62022 465, invalid, visa
4532310967529068 82023 775, invalid, visa
4916738297750176 32023 370, invalid, visa
4716477411289553 52024 895, invalid, visa
4539632090072770 22023 906, invalid, visa
4556016196277574 42024 849, invalid, visa
4929150856497352 102028 438, invalid, visa
4929415482241007 62029 233, invalid, visa
4485050932041115 122023 552, invalid, visa
4532921331617700 112024 305, valid, visa
4339549796144962 72026 314, invalid, visa
4485430589587752 92022 493, invalid, visa
4929970311685311 32024 938, invalid, visa
4532214567265349 122024 379, invalid, visa
4916799982914048 112027 694, valid, visa
4929625536522679 82025 324, invalid, visa
4556467864089504 102027 258, invalid, visa
4556126369542397 122029 501, invalid, visa
4556914045857762 102024 210, invalid, visa
4556996622126299 82024 509, invalid, visa
4539551923283711 82022 421, invalid, visa
4176261150709630 82026 264, invalid, visa
4929402547590362 92026 783, invalid, visa
4916063080878666 92027 915, invalid, visa
4929163181469947 32025 762, invalid, visa
4539525023315946 32027 900, invalid, visa
4716898413789250 102026 784, invalid, visa
4024007120698328 82025 242, invalid, visa
4532082060452890 62026 158, valid, visa
4916873650024859 22024 232, invalid, visa
4532399666609313 22029 851, invalid, visa
4929742306873305 12028 558, invalid, visa
4539036465480669 102025 516, invalid, visa
4770121669490751 122029 925, invalid, visa
4539383552907851 52027 378, invalid, visa
4532772767303533 82024 193, invalid, visa
4916777030268815 32023 388, invalid, visa
4716732915285766 92027 520, invalid, visa
4681482500771751 62029 322, invalid, visa
4716119688687321 102024 449, invalid, visa
4929624365323713 112025 409, invalid, visa
4716221953810917 112023 790, invalid, visa
4556297651153191 92025 514, invalid, visa
4485071055528878 82025 455, invalid, visa
4485272741486238 42023 702, invalid, visa
4485479372706707 72027 646, invalid, visa
4929817366055504 102023 624, invalid, visa
4485969011592724 22025 345, invalid, visa
4916615814888939 52023 207, valid, visa
4485676708374254 62028 800, invalid, visa
4404052125766316 112026 519, valid, visa
4556440126188323 72029 629, invalid, visa
4556632967279860 92026 734, invalid, visa
4024007184830759 92024 115, invalid, visa
4556772265514624 82028 476, invalid, visa
4485872078451810 82027 655, invalid, visa
4716575962058226 72023 809, invalid, visa
4716788029839054 102023 330, invalid, visa
4532209717092742 22026 405, valid, visa
4539750612012833 122026 627, invalid, visa
4018650734971371 52024 771, invalid, visa
4916599676517697 52023 768, invalid, visa
4539075630836249 52027 171, invalid, visa
4532532721115864 112028 342, valid, visa
4049070296110271 42025 846, invalid, visa
4024007177424255 42024 610, invalid, visa
4929492338164733 112028 475, invalid, visa
4716209145845735 102023 217, invalid, visa
4024007172078866 62023 727, invalid, visa
4539152499945476 82025 913, invalid, visa
4929239299536106 92023 449, valid, visa
4556602229077949 22027 535, invalid, visa
4532914352810544 82023 781, invalid, visa
4024007129174719 32028 393, invalid, visa
4929573225703665 82028 476, invalid, visa
4024007154653793 72023 294, valid, visa
4532437178906460 62024 229, valid, visa
4716784410357558 102025 210, invalid, visa
4485633247712478 42026 343, invalid, visa
4218721294769402 82022 678, invalid, visa
4472357317842198 72028 747, invalid, visa
4716303549840796 52023 525, invalid, visa
4716035631171975 112024 376, invalid, visa
4485108347293828 102025 891, invalid, visa
4929087338332171 62023 457, invalid, visa
4716527744238808 52028 523, invalid, visa
4532771649992992 52029 566, invalid, visa
4716993852999575 32023 811, invalid, visa
4716512582943248 62028 547, invalid, visa
4556696397670204 102028 957, invalid, visa
4485767543202758 12025 592, invalid, visa
4716268491528113 52024 285, invalid, visa
4716231402407819 42024 833, invalid, visa
4024007124734582 72026 382, invalid, visa
4556310149760798 102025 213, invalid, visa
4024007176728599 92026 354, invalid, visa
4485464936569171 72025 713, invalid, visa
4532232075653673 82023 964, invalid, visa
4716654034114737 82026 681, invalid, visa
4024007122080939 22025 989, invalid, visa
4532146428079925 42026 125, invalid, visa
4024007135701588 82029 165, invalid, visa
4929654759647070 92027 536, invalid, visa
4539940710700757 72027 358, invalid, visa
4024007134421402 92024 754, invalid, visa
4532110375631229 22026 880, invalid, visa
4532642287518805 22025 446, invalid, visa
4756227082900801 32024 749, invalid, visa
4539909981308590 92024 214, invalid, visa
4485708412436051 62027 557, invalid, visa
4742934879819857 82029 671, invalid, visa
4532635914428695 82028 976, invalid, visa
4556891860564303 82028 458, invalid, visa
4916387034880159 12026 647, valid, visa
4539269440084732 72025 762, invalid, visa
4929480302171750 92026 492, invalid, visa
4916103607119630 92024 539, invalid, visa
4106355023152641 62023 736, invalid, visa
4929018728640659 62026 417, invalid, visa
4532184516184877 102023 466, invalid, visa
4556036628114708 42027 275, invalid, visa
4916251136399940 112024 638, invalid, visa
4929230471959430 32026 234, invalid, visa
4597614603208439 92027 906, invalid, visa
4485360939371781 32024 203, invalid, visa
4539291817179598 72027 770, invalid, visa
4916138875259189 62026 926, invalid, visa
4024007154206998 22022 201, invalid, visa
4716667705231622 82026 714, invalid, visa
4556584145057660 32023 999, invalid, visa
4485190772355249 92023 275, invalid, visa
4512893732413290 72023 914, valid, visa
4420336456787086 62026 625, invalid, visa
4532054144995053 42028 411, invalid, visa
4916928133864618 82025 703, invalid, visa
4929748318135435 122023 888, invalid, visa
4556148792540244 82023 893, invalid, visa
4532927975796072 122024 197, invalid, visa
4485184322083047 12022 492, invalid, visa
4916702535452490 72023 381, invalid, visa
4024007102978177 22028 478, invalid, visa
4532880844889109 112029 985, invalid, visa
4532840669663922 42024 277, invalid, visa
4024007119818267 42026 204, invalid, visa
4024007140110163 22025 234, invalid, visa
4630073556084181 32023 869, invalid, visa
4013729053442506 22028 569, invalid, visa
4024007183410603 42028 854, invalid, visa
4024007148166779 62027 640, invalid, visa
4532653378588888 12028 646, invalid, visa
4532412783403823 92025 738, invalid, visa
4556846008920072 32023 948, invalid, visa
4024007104521249 102024 212, invalid, visa
4716190365684493 82027 442, valid, visa
4556948040970337 52023 276, invalid, visa
4929405929092246 82025 790, invalid, visa
4532695979895154 92026 661, invalid, visa
4929611505153639 112029 321, invalid, visa
4539107411413532 62025 996, invalid, visa
4539643300259008 92026 352, invalid, visa
4532490971319621 22023 564, invalid, visa
4916897471251987 62028 684, invalid, visa
4109804349258688 62025 718, invalid, visa
4929695370307685 92029 236, invalid, visa
4929782295563558 102024 437, invalid, visa
4485190561459483 52026 334, invalid, visa
4532907816816529 72027 132, invalid, visa
4556606635756715 12026 332, valid, visa
4539574783455641 112028 958, invalid, visa
4887490928367195 112028 408, invalid, visa
4556093062576082 62024 710, invalid, visa
4024007121825755 62024 297, invalid, visa
4539764199144406 82027 159, invalid, visa
4716607277170501 72022 185, invalid, visa
4716939143982672 42026 718, invalid, visa
4390055212535235 112024 138, invalid, visa
4796702285338464 92024 782, invalid, visa
4539342864773773 112023 740, invalid, visa
4556659784530993 12023 929, invalid, visa
4556073639115010 12025 705, invalid, visa
4916170044924955 32024 620, invalid, visa
4929234219019846 32025 553, valid, visa
4024007144964169 12024 251, invalid, visa
4539231742783767 32028 786, invalid, visa
4556775605702346 22024 325, invalid, visa
4532398475644263 42026 183, invalid, visa
4024007105132772 22024 154, invalid, visa
4398675539735937 12026 274, valid, visa
4929076069657260 22025 943, invalid, visa
4539154168623855 32024 772, invalid, visa
4539660588924715 52028 630, invalid, visa
4916037378938788 112024 720, invalid, visa
4916049045415926 72027 465, invalid, visa
4556899869934740 92025 843, invalid, visa
4929885173058334 22028 712, invalid, visa
4556534618454431 112023 862, invalid, visa
4556558130326025 52025 387, invalid, visa
4494432417785870 32029 637, invalid, visa
4929447106836995 112026 187, invalid, visa
4556851799601055 122022 848, invalid, visa
4485854266411673 72023 108, invalid, visa
4716786115330574 102022 110, invalid, visa
4556385529993649 52023 350, invalid, visa
4929680410593353 52027 840, invalid, visa
4556485086529305 62022 779, invalid, visa
4916406968652176 52027 613, invalid, visa
4929325680782340 82028 880, invalid, visa
4485691507161158 32026 717, invalid, visa
4917787580102990 92029 372, invalid, visa_electron
4929919316156943 72023 220, invalid, visa
4929099902191222 12026 741, invalid, visa
4916061826240308 42024 341, invalid, visa
4556201411436920 72022 500, invalid, visa
4024007179323596 62024 144, invalid, visa
4929566125943829 72027 482, invalid, visa
4539195707307823 52026 351, invalid, visa
4024007191635761 92027 548, invalid, visa
4556999272643530 92028 729, valid, visa
4485599128573562 122026 548, invalid, visa
4160074300111419 62027 290, invalid, visa
4916924617455031 42023 316, invalid, visa
4716885968890435 82027 228, valid, visa
4556515034872512 82026 123, invalid, visa
4550514221796838 92026 745, invalid, visa
4485174582767413 42026 890, invalid, visa
4929983552202126 32027 387, invalid, visa
4716894165903637 82024 753, valid, visa
4024007170707417 112029 994, invalid, visa
4539661746598904 32024 411, invalid, visa
4532639990712048 122023 942, invalid, visa
4838291080389328 72025 995, invalid, visa
4897247807947176 92024 586, invalid, visa
4024007167518215 112023 852, invalid, visa
4024007169106811 82027 389, invalid, visa
4929596929944871 72025 574, invalid, visa
4539059310915960 82026 804, invalid, visa
4916326671465445 92022 591, invalid, visa
4929755812988029 92029 390, invalid, visa
4532411027063518 22026 782, invalid, visa
4024007116053520 82022 171, invalid, visa
4201692044306325 92028 175, invalid, visa
4716675007745892 92028 831, invalid, visa
4485708166654636 82026 646, invalid, visa
4916522491947659 102023 470, invalid, visa
4644349642857572 112028 205, invalid, visa
4485420684421791 32023 254, invalid, visa
4791301934808913 22027 714, invalid, visa
4916108662259999 12023 167, invalid, visa
4024007154910771 92026 531, invalid, visa
4539097423745122 72024 118, invalid, visa
4485638369469203 72027 959, invalid, visa
4532743711991327 92024 758, invalid, visa
4716702615213640 92026 687, invalid, visa
4485412816826427 42029 399, invalid, visa
4272363412296290 12027 398, invalid, visa
4916003016517616 102027 267, invalid, visa
4485363160686513 92028 175, invalid, visa
4644217580698888 42027 337, invalid, visa
4916636771823511 92025 881, valid, visa
4840208667027234 22023 889, invalid, visa
4583857822093993 112023 926, invalid, visa
4556139725371229 82026 225, invalid, visa
4716115432657495 102026 631, invalid, visa
4593270335645770 122022 667, invalid, visa
4539436812335022 82027 960, invalid, visa
4539363507161200 62025 302, invalid, visa
4916299582412527 82025 695, invalid, visa
4030647785432612 52027 367, invalid, visa
4539793243939628 22028 978, invalid, visa
4556230892403422 52025 104, invalid, visa
4716178572662667 52024 655, invalid, visa
4716423195332607 32022 592, valid, visa
4929113754771476 42028 235, invalid, visa
4539369707227246 62024 516, invalid, visa
4556290053718588 52024 304, valid, visa
4532953998195126 62022 770, invalid, visa
4539865513353092 102023 170, invalid, visa
4485951753061696 42023 797, invalid, visa
4123629707180154 62028 166, invalid, visa
4716969059855802 52026 944, invalid, visa
4532791429105755 112028 836, invalid, visa
4532296118734139 122027 756, invalid, visa
4145629215243944 42025 539, invalid, visa
4024007193707782 92024 657, invalid, visa
4716682065092100 92024 797, invalid, visa
4916252488831456 72026 748, invalid, visa
4485873317625636 72026 392, invalid, visa
4024007155598922 12026 222, invalid, visa
4716740254537960 52023 176, invalid, visa
4716159041177412 92027 766, invalid, visa
4485946804078681 52028 745, invalid, visa
4929304238710160 42029 130, invalid, visa
4929969359080955 32025 346, invalid, visa
4532491019340801 82023 319, invalid, visa
4716949169079022 12025 475, invalid, visa
4092713240307156 92024 290, invalid, visa
4716361263900766 112023 934, invalid, visa
4916951759538498 92026 702, invalid, visa
4532530206441185 22024 260, invalid, visa
4485368956622978 52024 110, invalid, visa
4929181947852768 22028 498, invalid, visa
4716942999596414 112023 265, invalid, visa
4556706995373703 22028 482, invalid, visa
4556597853129588 52024 539, invalid, visa
4485103295554271 92026 284, invalid, visa
4532038978330610 42025 656, invalid, visa
4716879710825948 102025 414, invalid, visa
4916574318026936 52024 438, invalid, visa
4539179227855354 32027 953, invalid, visa
4556786275418170 62025 578, invalid, visa
4556480596537377 122025 254, valid, visa
4024007151971651 42026 826, invalid, visa
4716392332956463 82026 652, invalid, visa
4532679345819999 92027 974, invalid, visa
4485913352750988 42024 203, invalid, visa
4532602045818566 32028 991, invalid, visa
4024007130972986 102024 744, invalid, visa
4532569302678373 82027 270, invalid, visa
4716145913266482 102027 506, invalid, visa
4532247311171777 22026 948, invalid, visa
4485991619582683 52029 292, invalid, visa
4539422313516732 12025 568, invalid, visa
4024007199806232 32027 980, invalid, visa
4532629491891102 82025 590, invalid, visa
4024007168955366 62026 954, invalid, visa
4024007125245992 122023 859, invalid, visa
4916043015320612 22027 170, invalid, visa
4485695518296580 122029 631, invalid, visa
4716081482579114 22026 176, invalid, visa
4532914997900908 12025 568, invalid, visa
4577378524473522 62024 820, invalid, visa
4024007155527525 92028 186, invalid, visa
4081594369748187 32023 796, invalid, visa
4916213448361497 72029 495, invalid, visa
4716272490226711 32024 239, invalid, visa
4929795073444890 92023 484, invalid, visa
4929899564106701 32029 587, invalid, visa
4024007100538247 42024 755, invalid, visa
4716461226699396 62029 289, invalid, visa
4916872766580614 42025 659, invalid, visa
4485086862416471 112023 816, invalid, visa
4556395929250441 32022 954, invalid, visa
4929472096094512 92025 317, invalid, visa
4556571772107298 22025 858, invalid, visa
4916931734493613 112026 132, invalid, visa
4485520753232837 52022 194, invalid, visa
4916869441281857 52023 639, invalid, visa
